concept,dimension,support_en,support_zh,support_ar,top_en,top_zh,top_ar,js_zh_en,js_ar_en,js_zh_ar,mean_js
impasto details,compositional_style,57,69,56,contentment=0.382,contentment=0.741,amusement=0.273,0.113326,0.024806,0.191440,0.109857
checkerboard pattern,symbolic_cultural_motifs,38,40,37,fear=0.200,contentment=0.258,awe=0.229,0.034958,0.141849,0.152713,0.109840
cliffside view,scenes_settings,38,39,38,contentment=0.576,contentment=0.678,contentment=0.271,0.034251,0.133031,0.162211,0.109831
walking figures,objects_subjects,26,26,21,contentment=0.574,contentment=0.738,amusement=0.294,0.038602,0.089507,0.201270,0.109793
diagonal lines,compositional_style,35,35,32,awe=0.291,contentment=0.291,awe=0.288,0.086727,0.070557,0.172086,0.109790
paved square,objects_subjects,22,20,20,awe=0.434,contentment=0.714,awe=0.306,0.116967,0.089988,0.121959,0.109638
street,objects_subjects,122,132,120,contentment=0.320,contentment=0.663,contentment=0.349,0.091039,0.089186,0.148571,0.109599
lace cap,objects_subjects,20,22,19,fear=0.265,contentment=0.472,contentment=0.617,0.151827,0.143911,0.032975,0.109571
vibrant color palette,compositional_style,13,16,15,contentment=0.371,contentment=0.805,amusement=0.333,0.121732,0.021358,0.185532,0.109541
smokestack,objects_subjects,10,11,10,contentment=0.379,contentment=0.613,contentment=0.379,0.101091,0.116119,0.111359,0.109523
thick paint application,compositional_style,25,29,23,contentment=0.424,contentment=0.701,awe=0.345,0.068018,0.114533,0.145957,0.109503
dark cloak,objects_subjects,26,27,23,awe=0.344,contentment=0.333,contentment=0.455,0.114452,0.132436,0.081609,0.109499
calligraphy label,objects_subjects,15,17,15,fear=0.333,contentment=0.442,contentment=0.333,0.180455,0.041074,0.106927,0.109486
dark blue dress,objects_subjects,14,16,15,contentment=0.297,contentment=0.707,contentment=0.385,0.107040,0.089904,0.131468,0.109471
layered landscape composition,compositional_style,28,30,28,contentment=0.446,contentment=0.681,amusement=0.385,0.096510,0.048327,0.183555,0.109464
cherubs,objects_subjects,110,110,102,awe=0.528,contentment=0.651,awe=0.343,0.178211,0.054093,0.095973,0.109426
barrels,objects_subjects,78,43,36,contentment=0.552,contentment=0.495,contentment=0.383,0.050086,0.091989,0.186130,0.109402
horses,objects_subjects,447,474,440,contentment=0.274,contentment=0.544,excitement=0.224,0.080855,0.065561,0.181695,0.109370
plum blossom,objects_subjects,86,78,83,contentment=0.492,contentment=0.588,contentment=0.394,0.112558,0.054785,0.160747,0.109363
flowerbed,scenes_settings,14,15,12,contentment=0.622,contentment=0.641,amusement=0.455,0.000202,0.162139,0.165734,0.109358
arctic landscape,scenes_settings,10,10,10,awe=0.448,contentment=0.310,contentment=0.448,0.165655,0.106638,0.055769,0.109354
stylized clouds,objects_subjects,20,17,17,contentment=0.265,awe=0.256,awe=0.535,0.123333,0.100176,0.104466,0.109325
draped figures,objects_subjects,29,30,28,sadness=0.493,fear=0.362,sadness=0.508,0.151002,0.026624,0.150286,0.109304
grassy slopes,objects_subjects,23,23,23,contentment=0.491,contentment=0.564,amusement=0.382,0.074550,0.092979,0.160160,0.109230
hairband,objects_subjects,22,20,20,contentment=0.358,contentment=0.714,contentment=0.388,0.118690,0.075640,0.133295,0.109208
rooftop,objects_subjects,10,10,10,contentment=0.448,contentment=0.724,amusement=0.310,0.066571,0.053649,0.207386,0.109202
soft directional lighting,compositional_style,38,37,31,awe=0.365,contentment=0.711,contentment=0.521,0.139810,0.089761,0.097997,0.109189
woodland background,scenes_settings,15,15,15,awe=0.333,contentment=0.641,amusement=0.385,0.093275,0.121599,0.112687,0.109187
pre-raphaelite style,compositional_style,44,47,43,contentment=0.320,contentment=0.670,amusement=0.389,0.115928,0.017789,0.193798,0.109172
brown horse,objects_subjects,38,43,37,contentment=0.529,contentment=0.579,contentment=0.373,0.100539,0.052540,0.174426,0.109168
kanji calligraphy,symbolic_cultural_motifs,15,16,15,contentment=0.436,contentment=0.463,amusement=0.231,0.055152,0.119951,0.152362,0.109155
bridge,scenes_settings,11,15,13,contentment=0.419,contentment=0.692,amusement=0.314,0.047912,0.111083,0.168411,0.109136
grassy plain,objects_subjects,10,10,10,awe=0.448,contentment=0.517,contentment=0.448,0.103196,0.175423,0.048727,0.109115
kneeling angel,objects_subjects,10,10,10,awe=0.310,contentment=0.448,awe=0.448,0.087807,0.059434,0.180088,0.109110
yellow bird,objects_subjects,14,14,14,contentment=0.351,contentment=0.459,contentment=0.351,0.147011,0.121223,0.059030,0.109088
geometric pattern,compositional_style,27,30,30,contentment=0.270,contentment=0.449,contentment=0.246,0.133721,0.042441,0.151063,0.109075
impasto technique,compositional_style,79,81,78,contentment=0.353,contentment=0.661,contentment=0.370,0.105428,0.095578,0.126171,0.109059
bell tower,objects_subjects,81,83,74,awe=0.380,contentment=0.669,awe=0.299,0.096474,0.067020,0.163663,0.109052
negative space,compositional_style,330,321,339,contentment=0.447,contentment=0.475,contentment=0.511,0.158968,0.005931,0.162185,0.109028
indoor hall,scenes_settings,10,10,10,fear=0.310,fear=0.310,anger=0.241,0.087276,0.130606,0.109176,0.109019
mist,objects_subjects,397,390,393,contentment=0.303,contentment=0.407,contentment=0.333,0.154865,0.021976,0.150216,0.109019
winding stream,objects_subjects,34,36,30,contentment=0.481,contentment=0.580,amusement=0.275,0.068655,0.085373,0.172986,0.109005
rosy pink,colors_color_schemes,10,11,10,contentment=0.448,contentment=0.613,awe=0.379,0.059468,0.092137,0.175350,0.108985
stick,objects_subjects,15,17,15,amusement=0.282,contentment=0.767,contentment=0.436,0.177715,0.040755,0.108408,0.108959
accents of red and blue,colors_color_schemes,10,10,10,amusement=0.241,contentment=0.310,awe=0.310,0.127301,0.054129,0.145344,0.108925
bow and arrow,objects_subjects,29,29,29,awe=0.254,disgust=0.343,awe=0.254,0.120973,0.028368,0.177329,0.108890
wooden porch,objects_subjects,11,11,10,contentment=0.548,contentment=0.548,amusement=0.448,0.012515,0.153558,0.160469,0.108847
geometric framing,compositional_style,15,15,15,contentment=0.231,contentment=0.282,awe=0.333,0.091755,0.110219,0.124567,0.108847
cravat,objects_subjects,43,49,45,contentment=0.221,contentment=0.664,contentment=0.515,0.128210,0.125825,0.072487,0.108841
white hat,objects_subjects,10,11,10,contentment=0.655,contentment=0.484,amusement=0.379,0.074005,0.133586,0.118847,0.108813
woman in blue cloak,objects_subjects,16,13,13,awe=0.220,contentment=0.371,sadness=0.257,0.131634,0.084961,0.109775,0.108790
winding path,objects_subjects,87,91,89,contentment=0.464,contentment=0.571,contentment=0.337,0.110804,0.045641,0.169903,0.108783
tall slender trees,objects_subjects,27,29,27,contentment=0.492,contentment=0.582,amusement=0.302,0.047672,0.141051,0.137533,0.108752
silver,colors_color_schemes,83,89,80,awe=0.291,contentment=0.540,awe=0.361,0.153514,0.015661,0.157005,0.108727
dusk or dawn scene,scenes_settings,20,20,18,awe=0.347,contentment=0.592,contentment=0.378,0.089067,0.118493,0.118614,0.108724
star,objects_subjects,29,32,30,amusement=0.254,contentment=0.589,contentment=0.333,0.132878,0.084942,0.108330,0.108717
exaggerated proportions,compositional_style,60,67,56,amusement=0.659,amusement=0.469,contentment=0.273,0.101880,0.153330,0.070888,0.108699
horizontal stripes,symbolic_cultural_motifs,20,21,20,something else=0.306,contentment=0.569,contentment=0.347,0.172182,0.049643,0.104126,0.108650
scenic view,scenes_settings,12,12,12,contentment=0.333,contentment=0.515,awe=0.394,0.141842,0.027594,0.156469,0.108635
village square,scenes_settings,21,21,20,contentment=0.529,contentment=0.647,amusement=0.306,0.052290,0.117179,0.156390,0.108620
layered figures,compositional_style,15,17,15,fear=0.385,fear=0.349,awe=0.231,0.123748,0.081735,0.120360,0.108614
tree stumps,objects_subjects,28,31,26,contentment=0.354,contentment=0.437,contentment=0.443,0.119220,0.055094,0.151503,0.108606
lemon,objects_subjects,13,15,13,amusement=0.200,fear=0.385,awe=0.200,0.116673,0.112842,0.096163,0.108559
traditional chinese landscape painting style,compositional_style,18,18,20,contentment=0.511,contentment=0.467,awe=0.388,0.094699,0.058729,0.171984,0.108471
halo-like arch,symbolic_cultural_motifs,20,19,18,awe=0.347,contentment=0.404,awe=0.289,0.174549,0.065746,0.085061,0.108452
men,objects_subjects,173,135,125,contentment=0.392,contentment=0.599,amusement=0.351,0.065739,0.086488,0.173106,0.108444
cowboy hats,objects_subjects,11,11,10,excitement=0.290,contentment=0.290,excitement=0.310,0.147368,0.038151,0.139795,0.108438
children,objects_subjects,309,319,294,contentment=0.458,contentment=0.747,amusement=0.464,0.070211,0.059875,0.195165,0.108417
blue drapery,objects_subjects,25,25,22,awe=0.492,contentment=0.627,contentment=0.396,0.123078,0.125499,0.076617,0.108398
chain,objects_subjects,18,20,16,sadness=0.333,contentment=0.388,awe=0.268,0.075730,0.080370,0.169053,0.108384
cream paper background,colors_color_schemes,126,123,130,contentment=0.464,contentment=0.435,contentment=0.480,0.157701,0.014918,0.152501,0.108373
visible hatching,compositional_style,15,16,15,contentment=0.333,contentment=0.463,amusement=0.385,0.066493,0.155885,0.102736,0.108372
coastal scene,scenes_settings,104,115,103,contentment=0.521,contentment=0.607,amusement=0.367,0.032546,0.106910,0.185520,0.108325
stone path,objects_subjects,28,29,29,contentment=0.323,contentment=0.433,contentment=0.313,0.101452,0.076888,0.146487,0.108276
greens,colors_color_schemes,353,374,339,contentment=0.617,contentment=0.749,amusement=0.400,0.032183,0.102882,0.189752,0.108272
figurative illustration,compositional_style,19,20,18,contentment=0.319,contentment=0.429,amusement=0.289,0.027975,0.135807,0.160747,0.108176
geometric patterns,compositional_style,42,50,45,contentment=0.247,contentment=0.505,amusement=0.212,0.109066,0.037556,0.177906,0.108176
flowers,objects_subjects,761,793,731,contentment=0.475,contentment=0.707,amusement=0.381,0.069891,0.067269,0.187347,0.108169
dark ink washes,colors_color_schemes,51,45,47,contentment=0.369,contentment=0.434,contentment=0.398,0.162207,0.036514,0.125771,0.108164
dramatic side lighting,compositional_style,23,28,23,sadness=0.236,contentment=0.385,contentment=0.491,0.090458,0.098688,0.135222,0.108122
street lamp,objects_subjects,87,95,81,contentment=0.443,contentment=0.648,amusement=0.310,0.044514,0.105889,0.173921,0.108108
small boats,objects_subjects,42,47,45,contentment=0.462,contentment=0.476,contentment=0.354,0.065775,0.077789,0.180728,0.108097
red cartouche,symbolic_cultural_motifs,20,19,19,contentment=0.265,contentment=0.319,fear=0.319,0.074124,0.096936,0.153180,0.108080
outdoor forest setting,scenes_settings,13,13,13,amusement=0.257,contentment=0.486,amusement=0.371,0.096746,0.058053,0.169432,0.108077
tree trunks,objects_subjects,280,306,281,contentment=0.529,contentment=0.649,amusement=0.331,0.046043,0.101153,0.176975,0.108057
expressive paint application,compositional_style,15,15,15,sadness=0.231,contentment=0.333,contentment=0.385,0.071143,0.142667,0.110315,0.108042
touch of red,colors_color_schemes,58,60,57,contentment=0.504,contentment=0.426,contentment=0.301,0.042050,0.098037,0.184025,0.108037
outdoor portraiture,compositional_style,15,17,14,amusement=0.333,contentment=0.674,amusement=0.351,0.140055,0.009536,0.174452,0.108015
outdoor architectural scene,scenes_settings,10,13,10,awe=0.448,contentment=0.429,awe=0.448,0.162207,0.056516,0.105300,0.108008
outdoor rocky setting,scenes_settings,14,16,15,sadness=0.297,contentment=0.415,sadness=0.436,0.065526,0.103060,0.155415,0.108000
framed by foliage,compositional_style,15,15,15,contentment=0.487,contentment=0.692,amusement=0.333,0.046346,0.108341,0.169274,0.107987
boats,objects_subjects,573,522,482,contentment=0.543,contentment=0.732,contentment=0.353,0.053725,0.085144,0.185078,0.107982
slate gray,colors_color_schemes,120,128,113,contentment=0.502,contentment=0.623,amusement=0.268,0.036821,0.090770,0.196297,0.107963
mythological landscape,scenes_settings,23,22,19,awe=0.273,contentment=0.396,contentment=0.319,0.164166,0.090008,0.069708,0.107961
red jacket,objects_subjects,14,20,15,contentment=0.243,contentment=0.551,contentment=0.487,0.110518,0.132839,0.080470,0.107942
helmet,objects_subjects,93,94,89,awe=0.323,contentment=0.401,awe=0.326,0.143977,0.034829,0.144955,0.107920
plum tree,objects_subjects,12,12,12,contentment=0.333,disgust=0.273,contentment=0.394,0.108292,0.078696,0.136736,0.107908
red seal stamps,objects_subjects,434,400,426,contentment=0.473,contentment=0.523,contentment=0.545,0.150323,0.027001,0.146363,0.107895
townscape,scenes_settings,35,37,35,contentment=0.418,contentment=0.687,amusement=0.316,0.057419,0.095886,0.170324,0.107876
minimalist brushwork,compositional_style,28,30,26,contentment=0.477,contentment=0.391,contentment=0.279,0.119579,0.065572,0.138432,0.107861
water lily,objects_subjects,15,15,14,contentment=0.333,contentment=0.538,amusement=0.243,0.081640,0.068928,0.172971,0.107846
sculpture in the round,compositional_style,15,15,15,awe=0.538,contentment=0.487,awe=0.333,0.170565,0.078853,0.073872,0.107763
rug,objects_subjects,31,30,26,contentment=0.324,contentment=0.739,contentment=0.377,0.121360,0.070811,0.131094,0.107755
artist,objects_subjects,15,15,13,awe=0.179,contentment=0.333,contentment=0.314,0.117678,0.112285,0.093229,0.107731
small trees,objects_subjects,17,19,16,contentment=0.302,contentment=0.617,contentment=0.317,0.100560,0.111487,0.111117,0.107722
cliffside,objects_subjects,15,15,15,contentment=0.385,contentment=0.744,amusement=0.333,0.078392,0.066329,0.178434,0.107718
wooden houses,objects_subjects,45,46,45,contentment=0.475,contentment=0.584,amusement=0.354,0.041251,0.087497,0.194364,0.107704
impasto highlights,compositional_style,80,81,75,awe=0.349,contentment=0.556,contentment=0.258,0.121370,0.072937,0.128768,0.107692
sidewalk,objects_subjects,42,40,40,contentment=0.527,contentment=0.596,contentment=0.281,0.033011,0.129648,0.160396,0.107685
simplified forms,compositional_style,83,90,76,contentment=0.531,contentment=0.661,contentment=0.317,0.055457,0.112713,0.154841,0.107671
muscular man,objects_subjects,10,10,10,something else=0.310,awe=0.241,awe=0.241,0.167309,0.148349,0.007243,0.107634
dining table,objects_subjects,36,37,33,contentment=0.309,contentment=0.759,contentment=0.467,0.133902,0.103388,0.085531,0.107607
grassy path,objects_subjects,33,40,33,contentment=0.520,contentment=0.730,amusement=0.360,0.027601,0.135284,0.159794,0.107559
orange background,colors_color_schemes,10,11,10,amusement=0.241,contentment=0.419,amusement=0.241,0.049560,0.105319,0.167705,0.107528
narrative layout,compositional_style,11,11,14,contentment=0.355,contentment=0.290,amusement=0.243,0.082793,0.137010,0.102766,0.107523
classical drapery,objects_subjects,13,18,15,contentment=0.371,contentment=0.644,amusement=0.333,0.071216,0.123013,0.128278,0.107502
seated central figure,objects_subjects,12,14,12,awe=0.455,contentment=0.405,awe=0.515,0.146795,0.018702,0.157006,0.107501
parkland,scenes_settings,13,17,13,awe=0.371,contentment=0.628,amusement=0.371,0.101997,0.075629,0.144832,0.107486
chainmail armor,objects_subjects,12,16,13,awe=0.212,fear=0.610,sadness=0.314,0.170204,0.036082,0.116162,0.107483
bright pink,colors_color_schemes,14,15,15,amusement=0.351,awe=0.282,amusement=0.333,0.171070,0.109132,0.042150,0.107451
floral arabesque,symbolic_cultural_motifs,14,14,14,awe=0.297,contentment=0.459,contentment=0.351,0.177220,0.020332,0.124781,0.107444
white clouds,colors_color_schemes,46,53,46,contentment=0.545,contentment=0.757,contentment=0.327,0.043646,0.097740,0.180934,0.107440
window frame,objects_subjects,134,149,133,contentment=0.386,contentment=0.609,amusement=0.251,0.079277,0.046483,0.196547,0.107436
insects,objects_subjects,17,17,17,contentment=0.349,contentment=0.349,contentment=0.349,0.124160,0.085767,0.112340,0.107422
camellia blossoms,objects_subjects,13,11,11,contentment=0.371,contentment=0.484,contentment=0.419,0.053860,0.148066,0.120149,0.107358
garden rocks,objects_subjects,44,42,46,contentment=0.588,contentment=0.462,contentment=0.703,0.156659,0.029438,0.135911,0.107336
hazy white sky,colors_color_schemes,10,10,10,awe=0.310,contentment=0.310,awe=0.310,0.124641,0.061373,0.135823,0.107279
spoon,objects_subjects,40,40,38,contentment=0.326,contentment=0.708,contentment=0.341,0.094762,0.081533,0.145526,0.107274
decorative border,objects_subjects,20,21,21,contentment=0.265,contentment=0.412,contentment=0.294,0.037714,0.171652,0.112406,0.107257
sculpted figures,objects_subjects,20,21,18,awe=0.388,contentment=0.529,awe=0.467,0.111458,0.049475,0.160740,0.107225
shades of grey,colors_color_schemes,718,696,717,contentment=0.329,contentment=0.383,contentment=0.448,0.162321,0.014091,0.145217,0.107210
striped patterns,symbolic_cultural_motifs,24,26,25,amusement=0.439,contentment=0.377,amusement=0.356,0.176312,0.025307,0.119958,0.107192
gold embroidery,colors_color_schemes,21,20,20,awe=0.412,contentment=0.673,contentment=0.429,0.182962,0.060244,0.078334,0.107180
